              0|   753.7901773914509
              1|   731.8441906993396
              2|   713.6515504952717
              3|   698.1252967402778
              4|   684.5045751043895
              5|    672.270937964618
              6|    661.091073167483
              7|   650.7644400492437
              8|   641.1181829233057
              9|   631.9965943183677
             10|   623.2363709904938
             11|   614.7561022303034
             12|   606.5758695913042
             13|   598.7426119187734
             14|   591.2332192744568
             15|   583.9004892248919
             16|   576.5893527303585
             17|   569.1823769684545
             18|   562.0377719042057
             19|   555.3246115795857
             20|   548.6319290630199
             21|   542.0491763219147
             22|   535.6142911446285
             23|   529.4398941105504
             24|   523.3218726688538
             25|   517.5265088064762
             26|  511.76125119148435
             27|   505.8695525890342
             28|  500.17867612225876
             29|  494.74116817435043
             30|  489.49892685972856
             31|  484.19812982451623
             32|  478.87379031838634
             33|   473.7277760725072
             34|   468.8272555241294
             35|   463.6516283271798
             36|   458.4446430960094
             37|  453.26682511575336
             38|  448.24821524149945
             39|   443.4027200312055
             40|  438.81498776027234
             41|  434.10138269461606
             42|   429.5988207410141
             43|   425.2774211819086
             44|   420.6047646277388
             45|   415.8814981231017
             46|    411.286372482291
             47|   406.7325910717096
             48|   402.2011169150398
             49|   397.6210875215713
