0|  227528.99992064768
1|  227528.99986436835
2|   227528.9997609572
3|  227528.99957367734
4|  227528.99923807426
5|  227528.99864013988
6|  227528.99757719625
7|   227528.9956187735
8|  227528.99206427883
9|  227528.98492041216
10|  227528.97106212206
11|  227528.94419339224
12|   227528.8919694945
13|   227528.7669495524
14|  227528.50960260886
15|  227527.95130240344
16|  227526.73020911336
17|  227524.04540777844
18|  227518.10768184462
19|  227504.89947415038
20|  227475.40416879047
21|  227409.65241462004
22|  227265.51004761408
23|  226964.91403826675
24|  226505.33318646363
25|  226968.63194905312
26|  226471.62390153273
27|  226419.49961751883
28|   226558.7229655551
29|  226659.51777257075
30|   226692.2953104916
31|  226662.67544203548
32|   226578.3633613979
33|  226461.18100890832
34|    226390.057190179
35|  226494.77092518462
36|  226566.66127420642
37|  226429.37135600316
38|  226388.05577826643
39|  226434.96643817463
40|  226473.35719512298
41|   226467.9362324895
42|  226415.98307671718
43|  226334.30475396028
44|  226259.14803860628
45|  226208.68097026326
46|  226097.58188707652
47|  225796.94405684262
48|   225398.8953832756
49|  224960.50976994797
50|  224795.68147946504
51|   224369.6178681814
52|   223514.7837857978
53|  222825.96200123234
54|  223168.48200720135
55|   222702.2470433982
56|   221656.0750953745
57|   221032.8387047606
58|  221596.04837009005
59|  221872.15023724193
60|  221433.86160577796
61|  221300.91947354877
62|  221300.06653661025
63|   221259.0220170956
64|  221074.35932461283
65|  220791.11490976514
66|  220440.84115088775
67|  220133.35038734623
68|  220425.10676786437
69|  219650.09668211688
70|  219781.04573650516
71|  220142.74374921728
72|   220250.7989426392
73|  220151.15229783495
74|  220048.48236285386
75|  219963.06730286888
76|  219860.51995427872
77|  219761.61704288513
78|  219764.45754946358
79|  219905.08317735523
80|  219791.41929672615
81|  219570.75912631932
82|  219530.71853313717
83|   219535.3643554422
84|  219377.63451037646
85|  218872.69437697047
86|  218424.69726662769
87|  218795.18137555144
88|  217861.58966247455
89|   217571.5257013689
90|   218517.6260270677
91|  217768.59575396904
92|   217760.7930800336
93|  217834.50047826208
94|  217702.80174114977
95|  217327.47339066432
96|   216685.9958180652
97|   217184.2492388786
98|  216420.31010651033
99|  215768.31149907652
