0|  227528.99992064768
1|    227528.999542901
2|   227528.9975986745
3|   227528.9871436453
4|  227528.92962194956
5|   227528.5495671518
6|  227526.17703607783
7|   227511.5132271914
8|   227424.1622946752
9|  226963.58390915848
10|   226999.9759390272
11|  226624.10916051618
12|   227029.3067880986
13|  227198.06483281485
14|  227265.09492108203
15|  227284.31075943724
16|  227269.06467227172
17|  227215.11514821812
18|   227102.2737250979
19|  226878.20064561433
20|  226428.44024214105
21|   225971.0067257052
22|  226079.04649044515
23|  224984.27273251064
24|   223955.6479751825
25|  224674.59903692975
26|  225839.97916287332
27|   222433.4890238107
28|  225255.74429543194
29|  222978.86602763008
30|   223720.1730211477
31|   223316.5818255984
32|  222829.94616677903
33|  223605.35988793513
34|  223610.24631529563
35|  223444.65923026047
36|  223896.91702578013
37|  224099.11615563344
38|  224099.20526430392
39|  224098.09304282413
40|  223542.30272094556
41|  222642.77409431152
42|  222440.28859846655
43|  221849.18607989524
44|  221488.82826331002
45|  221264.99637944967
46|   220578.6465890374
47|  219630.34357185356
48|  219075.09894474267
49|  219049.58821272326
50|  219018.32992289364
51|  218662.34297503254
52|  218611.96977314696
53|   218285.2191882111
54|  218006.66006507515
55|   217233.4364331776
56|  217433.75925680966
57|  218082.58424375503
58|  216856.19567832552
59|  217608.77414625406
60|   217491.9118494121
61|   217340.8369329354
62|  217374.61676314098
63|  217600.12986377397
64|    217370.016641792
65|   217099.4856206949
66|  217289.39996031523
67|  217014.60923417562
68|  216970.30505335733
69|    216630.022108289
70|  216178.91857039943
71|  216397.63345144413
72|  216124.55963647657
73|  215598.22342423612
74|  216216.23784169837
75|   216507.2332261057
76|   216522.1175586092
77|   216502.7740133652
78|   216266.2361830949
79|   216088.2680323592
80|  216043.46098378563
81|  215279.63474105054
82|   215166.6787139333
83|  214667.28814952404
84|   216983.3434413138
85|  214485.00158842735
86|  214952.90450646632
87|  214976.64070042275
88|  215179.43285708711
89|  215151.37075425862
90|  215063.28176515564
91|   215087.6537867467
92|  215129.00536740042
93|  215116.67181245147
94|  215068.69911639206
95|  214995.90595686808
96|  214916.56474279144
97|  214266.24896763646
98|  215404.85637581916
99|  214215.91974970148
